Config CONFIGURATION_GAME, Key ENABLED_MODS (0x1b8cd1c8), subtype 0, changed
Config CONFIGURATION_PLAYER, Key LEADER_VALUE_DOMAIN (0xcdbd103d), subtype 0, changed to Players:*
Config CONFIGURATION_PLAYER, Key IS_LOCKED (0xce1b9dc2), subtype 0, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_NAME (0xf043351a), subtype 1, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_TYPE_NAME (0xe8cd5e5f), subtype 1, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_RANDOM_POOL_ID (0x402bf356), subtype 1, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_DOMAIN (0x4fe363bb), subtype 1, changed to Players:Expansion2_Players
Config CONFIGURATION_PLAYER, Key LEADER_VALUES (0xd2ed3156), subtype 1, changed to Players:*::RANDOM,Players:*::RANDOM_POOL1,Players:*::RANDOM_POOL2,Players:Expansion2_Players::LEADER_ELEANOR_FRANCE,Players:Expansion2_Players::LEADER_ELEANOR_ENGLAND,Players:Expansion2_Players::LEADER_AMANITORE,Players:Expansion2_Players::LEADER_AMBIORIX,Players:Expansion2_Players::LEADER_BASIL,Players:Expansion2_Players::LEADER_HOJO,Players:Expansion2_Players::LEADER_HOJO_INLAND,Players:Expansion2_Players::LEADER_PETER_GREAT,Players:Expansion2_Players::LEADER_PERICLES,Players:Expansion2_Players::LEADER_GENGHIS_KHAN,Players:Expansion2_Players::LEADER_TOKUGAWA,Players:Expansion2_Players::LEADER_THEODORA,Players:Expansion2_Players::LEADER_DIDO,Players:Expansion2_Players::LEADER_JAYAVARMAN,Players:Expansion2_Players::LEADER_NZINGA_MBANDE,Players:Expansion2_Players::LEADER_PHILIP_II,Players:Expansion2_Players::LEADER_PHILIP_II_INLAND,Players:Expansion2_Players::LEADER_BARBAROSSA,Players:Expansion2_Players::LEADER_GANDHI,Players:Expansion2_Players::LEADER_GORGO,Players:Expansion2_Players::LEADER_HARDRADA,Players:Expansion2_Players::LEADER_HARALD_ALT,Players:Expansion2_Players::LEADER_HAMMURABI,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_MONGOLIA,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_CHINA,Players:Expansion2_Players::LEADER_GILGAMESH,Players:Expansion2_Players::LEADER_CYRUS,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI_ALT,Players:Expansion2_Players::LEADER_KRISTINA,Players:Expansion2_Players::LEADER_CLEOPATRA,Players:Expansion2_Players::LEADER_CLEOPATRA_ALT,Players:Expansion2_Players::LEADER_KUPE,Players:Expansion2_Players::LEADER_RAMSES,Players:Expansion2_Players::LEADER_LAUTARO,Players:Expansion2_Players::LEADER_LADY_SIX_SKY,Players:Expansion2_Players::LEADER_LUDWIG,Players:Expansion2_Players::LEADER_ROBERT_THE_BRUCE,Players:Expansion2_Players::LEADER_MANSA_MUSA,Players:Expansion2_Players::LEADER_MONTEZUMA,Players:Expansion2_Players::LEADER_MENELIK,Players:Expansion2_Players::LEADER_MVEMBA,Players:Expansion2_Players::LEADER_NADER_SHAH,Players:Expansion2_Players::LEADER_PACHACUTI,Players:Expansion2_Players::LEADER_POUNDMAKER,Players:Expansion2_Players::LEADER_PEDRO,Players:Expansion2_Players::LEADER_SHAKA,Players:Expansion2_Players::LEADER_QIN_ALT,Players:Expansion2_Players::LEADER_QIN,Players:Expansion2_Players::LEADER_JOAO_III,Players:Expansion2_Players::LEADER_SALADIN_ALT,Players:Expansion2_Players::LEADER_SALADIN,Players:Expansion2_Players::LEADER_SEONDEOK,Players:Expansion2_Players::LEADER_SEJONG,Players:Expansion2_Players::LEADER_SUNDIATA_KEITA,Players:Expansion2_Players::LEADER_SULEIMAN_ALT,Players:Expansion2_Players::LEADER_SULEIMAN,Players:Expansion2_Players::LEADER_TAMAR,Players:Expansion2_Players::LEADER_T_ROOSEVELT,Players:Expansion2_Players::LEADER_GITARJA,Players:Expansion2_Players::LEADER_TRAJAN,Players:Expansion2_Players::LEADER_TOMYRIS,Players:Expansion2_Players::LEADER_LAURIER,Players:Expansion2_Players::LEADER_WILHELMINA,Players:Expansion2_Players::LEADER_WILHELMINA_INLAND,Players:Expansion2_Players::LEADER_VICTORIA,Players:Expansion2_Players::LEADER_VICTORIA_ALT,Players:Expansion2_Players::LEADER_WU_ZETIAN,Players:Expansion2_Players::LEADER_SIMON_BOLIVAR,Players:Expansion2_Players::LEADER_MATTHIAS_CORVINUS,Players:Expansion2_Players::LEADER_JADWIGA,Players:Expansion2_Players::LEADER_ABRAHAM_LINCOLN,Players:Expansion2_Players::LEADER_ALEXANDER,Players:Expansion2_Players::LEADER_ELIZABETH,Players:Expansion2_Players::LEADER_YONGLE,Players:Expansion2_Players::LEADER_JOHN_CURTIN,Players:Expansion2_Players::LEADER_CHANDRAGUPTA,Players:Expansion2_Players::LEADER_LADY_TRIEU
Config CONFIGURATION_PLAYER, Key LEADER_VALUE_DOMAIN (0xcdbd103d), subtype 1, changed to Players:*
Config CONFIGURATION_PLAYER, Key IS_LOCKED (0xce1b9dc2), subtype 1, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_NAME (0xf043351a), subtype 2, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_TYPE_NAME (0xe8cd5e5f), subtype 2, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_RANDOM_POOL_ID (0x402bf356), subtype 2, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_DOMAIN (0x4fe363bb), subtype 2, changed to Players:Expansion2_Players
Config CONFIGURATION_PLAYER, Key LEADER_VALUES (0xd2ed3156), subtype 2, changed to Players:*::RANDOM,Players:*::RANDOM_POOL1,Players:*::RANDOM_POOL2,Players:Expansion2_Players::LEADER_ELEANOR_FRANCE,Players:Expansion2_Players::LEADER_ELEANOR_ENGLAND,Players:Expansion2_Players::LEADER_AMANITORE,Players:Expansion2_Players::LEADER_AMBIORIX,Players:Expansion2_Players::LEADER_BASIL,Players:Expansion2_Players::LEADER_HOJO,Players:Expansion2_Players::LEADER_HOJO_INLAND,Players:Expansion2_Players::LEADER_PETER_GREAT,Players:Expansion2_Players::LEADER_PERICLES,Players:Expansion2_Players::LEADER_GENGHIS_KHAN,Players:Expansion2_Players::LEADER_TOKUGAWA,Players:Expansion2_Players::LEADER_THEODORA,Players:Expansion2_Players::LEADER_DIDO,Players:Expansion2_Players::LEADER_JAYAVARMAN,Players:Expansion2_Players::LEADER_NZINGA_MBANDE,Players:Expansion2_Players::LEADER_PHILIP_II,Players:Expansion2_Players::LEADER_PHILIP_II_INLAND,Players:Expansion2_Players::LEADER_BARBAROSSA,Players:Expansion2_Players::LEADER_GANDHI,Players:Expansion2_Players::LEADER_GORGO,Players:Expansion2_Players::LEADER_HARDRADA,Players:Expansion2_Players::LEADER_HARALD_ALT,Players:Expansion2_Players::LEADER_HAMMURABI,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_MONGOLIA,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_CHINA,Players:Expansion2_Players::LEADER_GILGAMESH,Players:Expansion2_Players::LEADER_CYRUS,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI_ALT,Players:Expansion2_Players::LEADER_KRISTINA,Players:Expansion2_Players::LEADER_CLEOPATRA,Players:Expansion2_Players::LEADER_CLEOPATRA_ALT,Players:Expansion2_Players::LEADER_KUPE,Players:Expansion2_Players::LEADER_RAMSES,Players:Expansion2_Players::LEADER_LAUTARO,Players:Expansion2_Players::LEADER_LADY_SIX_SKY,Players:Expansion2_Players::LEADER_LUDWIG,Players:Expansion2_Players::LEADER_ROBERT_THE_BRUCE,Players:Expansion2_Players::LEADER_MANSA_MUSA,Players:Expansion2_Players::LEADER_MONTEZUMA,Players:Expansion2_Players::LEADER_MENELIK,Players:Expansion2_Players::LEADER_MVEMBA,Players:Expansion2_Players::LEADER_NADER_SHAH,Players:Expansion2_Players::LEADER_PACHACUTI,Players:Expansion2_Players::LEADER_POUNDMAKER,Players:Expansion2_Players::LEADER_PEDRO,Players:Expansion2_Players::LEADER_SHAKA,Players:Expansion2_Players::LEADER_QIN_ALT,Players:Expansion2_Players::LEADER_QIN,Players:Expansion2_Players::LEADER_JOAO_III,Players:Expansion2_Players::LEADER_SALADIN_ALT,Players:Expansion2_Players::LEADER_SALADIN,Players:Expansion2_Players::LEADER_SEONDEOK,Players:Expansion2_Players::LEADER_SEJONG,Players:Expansion2_Players::LEADER_SUNDIATA_KEITA,Players:Expansion2_Players::LEADER_SULEIMAN_ALT,Players:Expansion2_Players::LEADER_SULEIMAN,Players:Expansion2_Players::LEADER_TAMAR,Players:Expansion2_Players::LEADER_T_ROOSEVELT,Players:Expansion2_Players::LEADER_GITARJA,Players:Expansion2_Players::LEADER_TRAJAN,Players:Expansion2_Players::LEADER_TOMYRIS,Players:Expansion2_Players::LEADER_LAURIER,Players:Expansion2_Players::LEADER_WILHELMINA,Players:Expansion2_Players::LEADER_WILHELMINA_INLAND,Players:Expansion2_Players::LEADER_VICTORIA,Players:Expansion2_Players::LEADER_VICTORIA_ALT,Players:Expansion2_Players::LEADER_WU_ZETIAN,Players:Expansion2_Players::LEADER_SIMON_BOLIVAR,Players:Expansion2_Players::LEADER_MATTHIAS_CORVINUS,Players:Expansion2_Players::LEADER_JADWIGA,Players:Expansion2_Players::LEADER_ABRAHAM_LINCOLN,Players:Expansion2_Players::LEADER_ALEXANDER,Players:Expansion2_Players::LEADER_ELIZABETH,Players:Expansion2_Players::LEADER_YONGLE,Players:Expansion2_Players::LEADER_JOHN_CURTIN,Players:Expansion2_Players::LEADER_CHANDRAGUPTA,Players:Expansion2_Players::LEADER_LADY_TRIEU
Config CONFIGURATION_PLAYER, Key LEADER_VALUE_DOMAIN (0xcdbd103d), subtype 2, changed to Players:*
Config CONFIGURATION_PLAYER, Key IS_LOCKED (0xce1b9dc2), subtype 2, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_NAME (0xf043351a), subtype 3, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_TYPE_NAME (0xe8cd5e5f), subtype 3, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_RANDOM_POOL_ID (0x402bf356), subtype 3, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_DOMAIN (0x4fe363bb), subtype 3, changed to Players:Expansion2_Players
Config CONFIGURATION_PLAYER, Key LEADER_VALUES (0xd2ed3156), subtype 3, changed to Players:*::RANDOM,Players:*::RANDOM_POOL1,Players:*::RANDOM_POOL2,Players:Expansion2_Players::LEADER_ELEANOR_FRANCE,Players:Expansion2_Players::LEADER_ELEANOR_ENGLAND,Players:Expansion2_Players::LEADER_AMANITORE,Players:Expansion2_Players::LEADER_AMBIORIX,Players:Expansion2_Players::LEADER_BASIL,Players:Expansion2_Players::LEADER_HOJO,Players:Expansion2_Players::LEADER_HOJO_INLAND,Players:Expansion2_Players::LEADER_PETER_GREAT,Players:Expansion2_Players::LEADER_PERICLES,Players:Expansion2_Players::LEADER_GENGHIS_KHAN,Players:Expansion2_Players::LEADER_TOKUGAWA,Players:Expansion2_Players::LEADER_THEODORA,Players:Expansion2_Players::LEADER_DIDO,Players:Expansion2_Players::LEADER_JAYAVARMAN,Players:Expansion2_Players::LEADER_NZINGA_MBANDE,Players:Expansion2_Players::LEADER_PHILIP_II,Players:Expansion2_Players::LEADER_PHILIP_II_INLAND,Players:Expansion2_Players::LEADER_BARBAROSSA,Players:Expansion2_Players::LEADER_GANDHI,Players:Expansion2_Players::LEADER_GORGO,Players:Expansion2_Players::LEADER_HARDRADA,Players:Expansion2_Players::LEADER_HARALD_ALT,Players:Expansion2_Players::LEADER_HAMMURABI,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_MONGOLIA,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_CHINA,Players:Expansion2_Players::LEADER_GILGAMESH,Players:Expansion2_Players::LEADER_CYRUS,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI_ALT,Players:Expansion2_Players::LEADER_KRISTINA,Players:Expansion2_Players::LEADER_CLEOPATRA,Players:Expansion2_Players::LEADER_CLEOPATRA_ALT,Players:Expansion2_Players::LEADER_KUPE,Players:Expansion2_Players::LEADER_RAMSES,Players:Expansion2_Players::LEADER_LAUTARO,Players:Expansion2_Players::LEADER_LADY_SIX_SKY,Players:Expansion2_Players::LEADER_LUDWIG,Players:Expansion2_Players::LEADER_ROBERT_THE_BRUCE,Players:Expansion2_Players::LEADER_MANSA_MUSA,Players:Expansion2_Players::LEADER_MONTEZUMA,Players:Expansion2_Players::LEADER_MENELIK,Players:Expansion2_Players::LEADER_MVEMBA,Players:Expansion2_Players::LEADER_NADER_SHAH,Players:Expansion2_Players::LEADER_PACHACUTI,Players:Expansion2_Players::LEADER_POUNDMAKER,Players:Expansion2_Players::LEADER_PEDRO,Players:Expansion2_Players::LEADER_SHAKA,Players:Expansion2_Players::LEADER_QIN_ALT,Players:Expansion2_Players::LEADER_QIN,Players:Expansion2_Players::LEADER_JOAO_III,Players:Expansion2_Players::LEADER_SALADIN_ALT,Players:Expansion2_Players::LEADER_SALADIN,Players:Expansion2_Players::LEADER_SEONDEOK,Players:Expansion2_Players::LEADER_SEJONG,Players:Expansion2_Players::LEADER_SUNDIATA_KEITA,Players:Expansion2_Players::LEADER_SULEIMAN_ALT,Players:Expansion2_Players::LEADER_SULEIMAN,Players:Expansion2_Players::LEADER_TAMAR,Players:Expansion2_Players::LEADER_T_ROOSEVELT,Players:Expansion2_Players::LEADER_GITARJA,Players:Expansion2_Players::LEADER_TRAJAN,Players:Expansion2_Players::LEADER_TOMYRIS,Players:Expansion2_Players::LEADER_LAURIER,Players:Expansion2_Players::LEADER_WILHELMINA,Players:Expansion2_Players::LEADER_WILHELMINA_INLAND,Players:Expansion2_Players::LEADER_VICTORIA,Players:Expansion2_Players::LEADER_VICTORIA_ALT,Players:Expansion2_Players::LEADER_WU_ZETIAN,Players:Expansion2_Players::LEADER_SIMON_BOLIVAR,Players:Expansion2_Players::LEADER_MATTHIAS_CORVINUS,Players:Expansion2_Players::LEADER_JADWIGA,Players:Expansion2_Players::LEADER_ABRAHAM_LINCOLN,Players:Expansion2_Players::LEADER_ALEXANDER,Players:Expansion2_Players::LEADER_ELIZABETH,Players:Expansion2_Players::LEADER_YONGLE,Players:Expansion2_Players::LEADER_JOHN_CURTIN,Players:Expansion2_Players::LEADER_CHANDRAGUPTA,Players:Expansion2_Players::LEADER_LADY_TRIEU
Config CONFIGURATION_PLAYER, Key LEADER_VALUE_DOMAIN (0xcdbd103d), subtype 3, changed to Players:*
Config CONFIGURATION_PLAYER, Key IS_LOCKED (0xce1b9dc2), subtype 3, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_NAME (0xf043351a), subtype 4, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_TYPE_NAME (0xe8cd5e5f), subtype 4, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_RANDOM_POOL_ID (0x402bf356), subtype 4, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_DOMAIN (0x4fe363bb), subtype 4, changed to Players:Expansion2_Players
Config CONFIGURATION_PLAYER, Key LEADER_VALUES (0xd2ed3156), subtype 4, changed to Players:*::RANDOM,Players:*::RANDOM_POOL1,Players:*::RANDOM_POOL2,Players:Expansion2_Players::LEADER_ELEANOR_FRANCE,Players:Expansion2_Players::LEADER_ELEANOR_ENGLAND,Players:Expansion2_Players::LEADER_AMANITORE,Players:Expansion2_Players::LEADER_AMBIORIX,Players:Expansion2_Players::LEADER_BASIL,Players:Expansion2_Players::LEADER_HOJO,Players:Expansion2_Players::LEADER_HOJO_INLAND,Players:Expansion2_Players::LEADER_PETER_GREAT,Players:Expansion2_Players::LEADER_PERICLES,Players:Expansion2_Players::LEADER_GENGHIS_KHAN,Players:Expansion2_Players::LEADER_TOKUGAWA,Players:Expansion2_Players::LEADER_THEODORA,Players:Expansion2_Players::LEADER_DIDO,Players:Expansion2_Players::LEADER_JAYAVARMAN,Players:Expansion2_Players::LEADER_NZINGA_MBANDE,Players:Expansion2_Players::LEADER_PHILIP_II,Players:Expansion2_Players::LEADER_PHILIP_II_INLAND,Players:Expansion2_Players::LEADER_BARBAROSSA,Players:Expansion2_Players::LEADER_GANDHI,Players:Expansion2_Players::LEADER_GORGO,Players:Expansion2_Players::LEADER_HARDRADA,Players:Expansion2_Players::LEADER_HARALD_ALT,Players:Expansion2_Players::LEADER_HAMMURABI,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_MONGOLIA,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_CHINA,Players:Expansion2_Players::LEADER_GILGAMESH,Players:Expansion2_Players::LEADER_CYRUS,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI_ALT,Players:Expansion2_Players::LEADER_KRISTINA,Players:Expansion2_Players::LEADER_CLEOPATRA,Players:Expansion2_Players::LEADER_CLEOPATRA_ALT,Players:Expansion2_Players::LEADER_KUPE,Players:Expansion2_Players::LEADER_RAMSES,Players:Expansion2_Players::LEADER_LAUTARO,Players:Expansion2_Players::LEADER_LADY_SIX_SKY,Players:Expansion2_Players::LEADER_LUDWIG,Players:Expansion2_Players::LEADER_ROBERT_THE_BRUCE,Players:Expansion2_Players::LEADER_MANSA_MUSA,Players:Expansion2_Players::LEADER_MONTEZUMA,Players:Expansion2_Players::LEADER_MENELIK,Players:Expansion2_Players::LEADER_MVEMBA,Players:Expansion2_Players::LEADER_NADER_SHAH,Players:Expansion2_Players::LEADER_PACHACUTI,Players:Expansion2_Players::LEADER_POUNDMAKER,Players:Expansion2_Players::LEADER_PEDRO,Players:Expansion2_Players::LEADER_SHAKA,Players:Expansion2_Players::LEADER_QIN_ALT,Players:Expansion2_Players::LEADER_QIN,Players:Expansion2_Players::LEADER_JOAO_III,Players:Expansion2_Players::LEADER_SALADIN_ALT,Players:Expansion2_Players::LEADER_SALADIN,Players:Expansion2_Players::LEADER_SEONDEOK,Players:Expansion2_Players::LEADER_SEJONG,Players:Expansion2_Players::LEADER_SUNDIATA_KEITA,Players:Expansion2_Players::LEADER_SULEIMAN_ALT,Players:Expansion2_Players::LEADER_SULEIMAN,Players:Expansion2_Players::LEADER_TAMAR,Players:Expansion2_Players::LEADER_T_ROOSEVELT,Players:Expansion2_Players::LEADER_GITARJA,Players:Expansion2_Players::LEADER_TRAJAN,Players:Expansion2_Players::LEADER_TOMYRIS,Players:Expansion2_Players::LEADER_LAURIER,Players:Expansion2_Players::LEADER_WILHELMINA,Players:Expansion2_Players::LEADER_WILHELMINA_INLAND,Players:Expansion2_Players::LEADER_VICTORIA,Players:Expansion2_Players::LEADER_VICTORIA_ALT,Players:Expansion2_Players::LEADER_WU_ZETIAN,Players:Expansion2_Players::LEADER_SIMON_BOLIVAR,Players:Expansion2_Players::LEADER_MATTHIAS_CORVINUS,Players:Expansion2_Players::LEADER_JADWIGA,Players:Expansion2_Players::LEADER_ABRAHAM_LINCOLN,Players:Expansion2_Players::LEADER_ALEXANDER,Players:Expansion2_Players::LEADER_ELIZABETH,Players:Expansion2_Players::LEADER_YONGLE,Players:Expansion2_Players::LEADER_JOHN_CURTIN,Players:Expansion2_Players::LEADER_CHANDRAGUPTA,Players:Expansion2_Players::LEADER_LADY_TRIEU
Config CONFIGURATION_PLAYER, Key LEADER_VALUE_DOMAIN (0xcdbd103d), subtype 4, changed to Players:*
Config CONFIGURATION_PLAYER, Key IS_LOCKED (0xce1b9dc2), subtype 4, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_NAME (0xf043351a), subtype 5, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_TYPE_NAME (0xe8cd5e5f), subtype 5, changed to null
Config CONFIGURATION_PLAYER, Key LEADER_RANDOM_POOL_ID (0x402bf356), subtype 5, changed to 0
Config CONFIGURATION_PLAYER, Key LEADER_DOMAIN (0x4fe363bb), subtype 5, changed to Players:Expansion2_Players
Config CONFIGURATION_PLAYER, Key LEADER_VALUES (0xd2ed3156), subtype 5, changed to Players:*::RANDOM,Players:*::RANDOM_POOL1,Players:*::RANDOM_POOL2,Players:Expansion2_Players::LEADER_ELEANOR_FRANCE,Players:Expansion2_Players::LEADER_ELEANOR_ENGLAND,Players:Expansion2_Players::LEADER_AMANITORE,Players:Expansion2_Players::LEADER_AMBIORIX,Players:Expansion2_Players::LEADER_BASIL,Players:Expansion2_Players::LEADER_HOJO,Players:Expansion2_Players::LEADER_HOJO_INLAND,Players:Expansion2_Players::LEADER_PETER_GREAT,Players:Expansion2_Players::LEADER_PERICLES,Players:Expansion2_Players::LEADER_GENGHIS_KHAN,Players:Expansion2_Players::LEADER_TOKUGAWA,Players:Expansion2_Players::LEADER_THEODORA,Players:Expansion2_Players::LEADER_DIDO,Players:Expansion2_Players::LEADER_JAYAVARMAN,Players:Expansion2_Players::LEADER_NZINGA_MBANDE,Players:Expansion2_Players::LEADER_PHILIP_II,Players:Expansion2_Players::LEADER_PHILIP_II_INLAND,Players:Expansion2_Players::LEADER_BARBAROSSA,Players:Expansion2_Players::LEADER_GANDHI,Players:Expansion2_Players::LEADER_GORGO,Players:Expansion2_Players::LEADER_HARDRADA,Players:Expansion2_Players::LEADER_HARALD_ALT,Players:Expansion2_Players::LEADER_HAMMURABI,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_MONGOLIA,Players:Expansion2_Players::LEADER_KUBLAI_KHAN_CHINA,Players:Expansion2_Players::LEADER_GILGAMESH,Players:Expansion2_Players::LEADER_CYRUS,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI,Players:Expansion2_Players::LEADER_CATHERINE_DE_MEDICI_ALT,Players:Expansion2_Players::LEADER_KRISTINA,Players:Expansion2_Players::LEADER_CLEOPATRA,Players:Expansion2_Players::LEADER_CLEOPATRA_ALT,Players:Expansion2_Players::LEADER_KUPE,Players:Expansion2_Players::LEADER_RAMSES,Players:Expansion2_Players::LEADER_LAUTARO,Players:Expansion2_Players::LEADER_LADY_SIX_SKY,Players:Expansion2_Players::LEADER_LUDWIG,Players:Expansion2_Players::LEADER_ROBERT_THE_BRUCE,Players:Expansion2_Players::LEADER_MANSA_MUSA,Players:Expansion2_Players::LEADER_MONTEZUMA,Players:Expansion2_Players::LEADER_MENELIK,Players:Expansion2_Players::LEADER_MVEMBA,Players:Expansion2_Players::LEADER_NADER_SHAH,Players:Expansion2_Players::LEADER_PACHACUTI,Players:Expansion2_Players::LEADER_POUNDMAKER,Players:Expansion2_Players::LEADER_PEDRO,Players:Expansion2_Players::LEADER_SHAKA,Players:Expansion2_Players::LEADER_QIN_ALT,Players:Expansion2_Players::LEADER_QIN,Players:Expansion2_Players::LEADER_JOAO_III,Players:Expansion2_Players::LEADER_SALADIN_ALT,Players:Expansion2_Players::LEADER_SALADIN,Players:Expansion2_Players::LEADER_SEONDEOK,Players:Expansion2_Players::LEADER_SEJONG,Players:Expansion2_Players::LEADER_SUNDIATA_KEITA,Players:Expansion2_Players::LEADER_SULEIMAN_ALT,Players:Expansion2_Players::LEADER_SULEIMAN,Players:Expansion2_Players::LEADER_TAMAR,Players:Expansion2_Players::LEADER_T_ROOSEVELT,Players:Expansion2_Players::LEADER_GITARJA,Players:Expansion2_Players::LEADER_TRAJAN,Players:Expansion2_Players::LEADER_TOMYRIS,Players:Expansion2_Players::LEADER_LAURIER,Players:Expansion2_Players::LEADER_WILHELMINA,Players:Expansion2_Players::LEADER_WILHELMINA_INLAND,Players:Expansion2_Players::LEADER_VICTORIA,Players:Expansion2_Players::LEADER_VICTORIA_ALT,Players:Expansion2_Players::LEADER_WU_ZETIAN,Players:Expansion2_Players::LEADER_SIMON_BOLIVAR,Players:Expansion2_Players::LEADER_MATTHIAS_CORVINUS,Players:Expansion2_Players::LEADER_JADWIGA,Players:Expansion2_Players::LEADER_ABRAHAM_LINCOLN,Players:Expansion2_Players::LEADER_ALEXANDER,Players:Expansion2_Players::LEADER_ELIZABETH,Players:Expansion2_Players::LEADER_YONGLE,Players:Expansion2_Players::LEADER_JOHN_CURTIN,Players:Expansion2_Players::LEADER_CHANDRAGUPTA,Players:Expansion2_Players::LEADER_LADY_TRIEU
Config CONFIGURATION_PLAYER, Key LEADER_VALUE_DOMAIN (0xcdbd103d), subtype 5, changed to Players:*
Config CONFIGURATION_PLAYER, Key IS_LOCKED (0xce1b9dc2), subtype 5, changed to 0
Config CONFIGURATION_GAME, Key MPH_OFFICIAL_GAME (0x193f68f9), subtype 0, removed
Sent GameConfigurationRebuilt
Config CONFIGURATION_UNKNOWN, Key PLAYER_33 (0x012727cc), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_37 (0x064ae3d5), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_62 (0x0b57e31f), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_1 (0x1258ab5e), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_5 (0x15356f47), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_23 (0x183c168d), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_9 (0x1c83236c), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_27 (0x1f51d294), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_52 (0x207ab0dc), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_56 (0x271774c5), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_13 (0x3311454e), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_17 (0x347c8157), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_42 (0x3961819d), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_46 (0x3e0c4584), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_16 (0x437bb1c1), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_12 (0x441675d8), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_47 (0x490b7512), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_43 (0x4e66b10b), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_57 (0x50104453), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_53 (0x577d804a), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_4 (0x62325fd1), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_0 (0x655f9bc8), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_26 (0x6856e202), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_8 (0x6b8413fa), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_22 (0x6f3b261b), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_36 (0x714dd343), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_32 (0x7620175a), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_63 (0x7c50d389), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key MAP_ROOT (0x7dd11279), subtype 0, changed to false
Config CONFIGURATION_UNKNOWN, Key PLAYER_20 (0x81354737), subtype 0, changed to false
